2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+01,8.300000000000000000e+01,2.000000000000000000e+01,2.300000000000000000e+01,0.000000000000000000e+00
2.200000000000000000e+01,2.570000000000000000e+02,2.000000000000000000e+01,2.400000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,2.600000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+01,6.200000000000000000e+01,2.000000000000000000e+01,2.700000000000000000e+01,0.000000000000000000e+00
2.500000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,3.300000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+01,2.900000000000000000e+01,2.000000000000000000e+01,6.200000000000000000e+01,0.000000000000000000e+00
4.400000000000000000e+01,3.810000000000000000e+02,3.400000000000000000e+01,8.900000000000000000e+01,0.000000000000000000e+00
2.600000000000000000e+01,2.850000000000000000e+02,2.000000000000000000e+01,1.140000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+01,3.410000000000000000e+02,2.000000000000000000e+01,1.410000000000000000e+02,0.000000000000000000e+00
1.190000000000000000e+02,1.120000000000000000e+03,9.200000000000000000e+01,2.930000000000000000e+02,1.000000000000000000e+00
1.020000000000000000e+02,1.081000000000000000e+03,9.400000000000000000e+01,3.140000000000000000e+02,1.000000000000000000e+00
1.550000000000000000e+02,9.240000000000000000e+02,1.280000000000000000e+02,3.290000000000000000e+02,1.000000000000000000e+00
1.180000000000000000e+02,9.230000000000000000e+02,7.300000000000000000e+01,3.310000000000000000e+02,1.000000000000000000e+00
9.200000000000000000e+01,1.499000000000000000e+03,6.300000000000000000e+01,3.650000000000000000e+02,1.000000000000000000e+00
1.150000000000000000e+02,1.358000000000000000e+03,1.020000000000000000e+02,3.960000000000000000e+02,1.000000000000000000e+00
2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+00
4.600000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+00
2.000000000000000000e+01,1.250000000000000000e+02,2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+00
2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,2.100000000000000000e+01,2.000000000000000000e+00
2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,2.800000000000000000e+01,2.000000000000000000e+00
2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,3.100000000000000000e+01,2.000000000000000000e+00
2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,3.400000000000000000e+01,2.000000000000000000e+00
2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,3.600000000000000000e+01,2.000000000000000000e+00
2.000000000000000000e+01,4.500000000000000000e+01,2.000000000000000000e+01,5.400000000000000000e+01,2.000000000000000000e+00
2.000000000000000000e+01,2.310000000000000000e+02,2.000000000000000000e+01,3.600000000000000000e+01,3.000000000000000000e+00
2.000000000000000000e+01,1.120000000000000000e+02,2.000000000000000000e+01,4.000000000000000000e+01,3.000000000000000000e+00
2.000000000000000000e+01,1.100000000000000000e+02,2.000000000000000000e+01,4.400000000000000000e+01,3.000000000000000000e+00
2.000000000000000000e+01,3.350000000000000000e+02,2.000000000000000000e+01,6.300000000000000000e+01,3.000000000000000000e+00
2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,8.400000000000000000e+01,3.000000000000000000e+00
2.000000000000000000e+01,4.500000000000000000e+01,2.000000000000000000e+01,9.800000000000000000e+01,3.000000000000000000e+00
2.000000000000000000e+01,2.050000000000000000e+02,2.000000000000000000e+01,9.900000000000000000e+01,3.000000000000000000e+00
2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,4.000000000000000000e+00
2.000000000000000000e+01,1.200000000000000000e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.000000000000000000e+00
2.000000000000000000e+01,3.220000000000000000e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.000000000000000000e+00
3.300000000000000000e+01,1.580000000000000000e+02,2.200000000000000000e+01,2.000000000000000000e+01,4.000000000000000000e+00
2.000000000000000000e+01,2.040000000000000000e+02,2.000000000000000000e+01,1.940000000000000000e+02,4.000000000000000000e+00
